CNAME,LENGTH,WEIGHT
Rainbow Trout,183,60
Rainbow Trout,152,37
Rainbow Trout,142,29.5
Rainbow Trout,139,27.5
Rainbow Trout,225,145
Rainbow Trout,145,31.5
Rainbow Trout,133,27.5
Rainbow Trout,149,35
Rainbow Trout,77,0
Rainbow Trout,59,0
Rainbow Trout,66,0
Rainbow Trout,66,0
Rainbow Trout,62,0
Rainbow Trout,65,0
Rainbow Trout,50,0
Rainbow Trout,51,0
Rainbow Trout,62,0
Rainbow Trout,76,0
Rainbow Trout,61,0
Rainbow Trout,134,0
Rainbow Trout,108,0
Rainbow Trout,135,0
Rainbow Trout,118,0
Rainbow Trout,62,0
Rainbow Trout,74,0
Rainbow Trout,61,0
Rainbow Trout,80,0
Rainbow Trout,113,0
Rainbow Trout,127,0
Rainbow Trout,137,0
Rainbow Trout,75,0
Rainbow Trout,63,0
Rainbow Trout,71,0
Rainbow Trout,62,0
Rainbow Trout,67,0
Rainbow Trout,115,0
Rainbow Trout,57,0
Rainbow Trout,59,0
Rainbow Trout,75,0
Rainbow Trout,60,0
Rainbow Trout,66,0
Rainbow Trout,62,0
Rainbow Trout,82,0
Rainbow Trout,72,0
Rainbow Trout,53,0
Rainbow Trout,59,0
Rainbow Trout,68,0
Rainbow Trout,82,0
Rainbow Trout,102,0
Rainbow Trout,60,0
Rainbow Trout,77,0
Rainbow Trout,65,0
Rainbow Trout,65,0
Rainbow Trout,78,0
Rainbow Trout,71,0
Rainbow Trout,63,0
Rainbow Trout,62,0
Rainbow Trout,71,0
Rainbow Trout,200,0
Rainbow Trout,74,0
Rainbow Trout,118,0
Rainbow Trout,65,0
Rainbow Trout,74,0
Rainbow Trout,69,0
Rainbow Trout,161,0
Rainbow Trout,108,0
Rainbow Trout,62,0
Rainbow Trout,116,0
Rainbow Trout,205,0
Rainbow Trout,176,0
Rainbow Trout,68,0
Rainbow Trout,55,0
Rainbow Trout,60,0
Rainbow Trout,66,0
Rainbow Trout,115,0
Rainbow Trout,129,0
Rainbow Trout,131,0
Rainbow Trout,181,0
Rainbow Trout,130,0
Rainbow Trout,160,0
Rainbow Trout,64,0
Rainbow Trout,167,0
Rainbow Trout,240,0
Rainbow Trout,142,0
Rainbow Trout,130,0
Rainbow Trout,134,0
Rainbow Trout,122,0
Rainbow Trout,109,0
Rainbow Trout,115,0
Rainbow Trout,170,0
Rainbow Trout,80,0
Rainbow Trout,117,0
Rainbow Trout,146,0
Rainbow Trout,115,0
Rainbow Trout,189,0
Rainbow Trout,128,0
Rainbow Trout,107,0
Rainbow Trout,73,0
Rainbow Trout,128,0
Rainbow Trout,113,0
Rainbow Trout,80,0
Rainbow Trout,136,0
Rainbow Trout,141,0
Rainbow Trout,146,0
Rainbow Trout,70,0
Rainbow Trout,77,0
Rainbow Trout,79,0
Rainbow Trout,131,0
Rainbow Trout,78,0
Rainbow Trout,66,0
Rainbow Trout,129,0
Rainbow Trout,110,0
Rainbow Trout,108,0
Rainbow Trout,101,0
Rainbow Trout,53,0
Rainbow Trout,80,0
Rainbow Trout,58,0
Rainbow Trout,112,0
Rainbow Trout,67,0
Rainbow Trout,119,0
Rainbow Trout,66,0
Rainbow Trout,117,0
Rainbow Trout,107,0
Rainbow Trout,76,0
Rainbow Trout,74,0
Rainbow Trout,71,0
Rainbow Trout,108,0
Rainbow Trout,100,0
Rainbow Trout,47,0
Rainbow Trout,48,0
Rainbow Trout,52,0
Rainbow Trout,68,0
Rainbow Trout,54,0
Rainbow Trout,75,0
Rainbow Trout,62,0
Rainbow Trout,58,0
Rainbow Trout,71,0
Rainbow Trout,65,0
Rainbow Trout,73,0
Rainbow Trout,55,0
Rainbow Trout,59,0
Rainbow Trout,51,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,165,0
Rainbow Trout,168,0
Rainbow Trout,179,0
Rainbow Trout,147,0
Rainbow Trout,147,0
Rainbow Trout,133,0
Rainbow Trout,179,0
Rainbow Trout,110,0
Rainbow Trout,186,0
Rainbow Trout,115,0
Rainbow Trout,137,0
Rainbow Trout,67,0
Rainbow Trout,130,0
Rainbow Trout,120,0
Rainbow Trout,174,0
Rainbow Trout,123,0
Rainbow Trout,71,0
Rainbow Trout,160,0
Rainbow Trout,153,0
Rainbow Trout,136,0
Rainbow Trout,119,0
Rainbow Trout,118,0
Rainbow Trout,116,0
Rainbow Trout,167,0
Rainbow Trout,122,0
Rainbow Trout,116,0
Rainbow Trout,134,0
Rainbow Trout,118,0
Rainbow Trout,192,0
Rainbow Trout,131,0
Rainbow Trout,128,0
Rainbow Trout,170,0
Rainbow Trout,120,0
Rainbow Trout,60,0
Rainbow Trout,70,0
Rainbow Trout,123,0
Rainbow Trout,131,0
Rainbow Trout,116,0
Rainbow Trout,129,0
Rainbow Trout,78,0
Rainbow Trout,72,0
Rainbow Trout,61,0
Rainbow Trout,126,0
Rainbow Trout,119,0
Rainbow Trout,123,0
Rainbow Trout,57,0
Rainbow Trout,63,0
Rainbow Trout,60,0
Rainbow Trout,79,0
Rainbow Trout,62,0
Rainbow Trout,75,0
Rainbow Trout,66,0
Rainbow Trout,62,0
Rainbow Trout,75,0
Rainbow Trout,41,0
Rainbow Trout,74,0
Rainbow Trout,60,0
Rainbow Trout,69,0
Rainbow Trout,71,0
Rainbow Trout,53,0
Rainbow Trout,57,0
Rainbow Trout,66,0
Rainbow Trout,60,0
Rainbow Trout,70,0
Rainbow Trout,65,0
Rainbow Trout,57,0
Rainbow Trout,61,0
Rainbow Trout,57,0
Rainbow Trout,56,0
Rainbow Trout,66,0
Rainbow Trout,62,0
Rainbow Trout,58,0
Rainbow Trout,109,0
Rainbow Trout,107,0
Rainbow Trout,115,0
Rainbow Trout,53,0
Rainbow Trout,59,0
Rainbow Trout,57,0
Rainbow Trout,58,0
Rainbow Trout,58,0
Rainbow Trout,60,0
Rainbow Trout,48,0
Rainbow Trout,47,0
Rainbow Trout,59,0
Rainbow Trout,57,0
Rainbow Trout,57,0
Rainbow Trout,61,0
Rainbow Trout,47,0
Rainbow Trout,45,0
Rainbow Trout,56,0
Rainbow Trout,54,0
Rainbow Trout,47,0
Rainbow Trout,111,16.3
Rainbow Trout,198,74
Rainbow Trout,204,89
Rainbow Trout,150,32
Rainbow Trout,189,69
Rainbow Trout,132,28.9
Rainbow Trout,147,33
Rainbow Trout,183,70
Rainbow Trout,144,32.5
Rainbow Trout,162,51
Rainbow Trout,110,15.5
Rainbow Trout,158,41.8
Rainbow Trout,154,42
Rainbow Trout,152,37.4
Rainbow Trout,153,37.5
Rainbow Trout,119,21.4
Rainbow Trout,151,38.9
Rainbow Trout,131,25.5
Rainbow Trout,114,17
Rainbow Trout,110,14.8
Rainbow Trout,107,14
Rainbow Trout,121,17.7
Rainbow Trout,118,18.5
Rainbow Trout,116,16.5
Rainbow Trout,82,6
Rainbow Trout,79,5.2
Rainbow Trout,103,10.9
Rainbow Trout,78,5
Rainbow Trout,96,10.1
Rainbow Trout,143,30
Rainbow Trout,160,45.4
Rainbow Trout,154,40
Rainbow Trout,178,59
Rainbow Trout,165,49
Rainbow Trout,118,29
Rainbow Trout,230,120
Rainbow Trout,156,39
Rainbow Trout,150,37.2
Rainbow Trout,209,94
Rainbow Trout,191,77
Rainbow Trout,78,5.5
Rainbow Trout,88,7.2
Rainbow Trout,85,6.4
Rainbow Trout,75,4.2
Rainbow Trout,88,7.2
Rainbow Trout,74,4.6
Rainbow Trout,70,3.5
Rainbow Trout,75,5
Rainbow Trout,78,4.5
Rainbow Trout,73,4.1
Rainbow Trout,169,0
Rainbow Trout,147,0
Rainbow Trout,144,0
Rainbow Trout,142,0
Rainbow Trout,173,0
Rainbow Trout,169,0
Rainbow Trout,155,0
Rainbow Trout,144,0
Rainbow Trout,129,0
Rainbow Trout,113,0
Rainbow Trout,150,0
Rainbow Trout,129,0
Rainbow Trout,123,0
Rainbow Trout,148,0
Rainbow Trout,155,0
Rainbow Trout,144,0
Rainbow Trout,169,0
Rainbow Trout,132,0
Rainbow Trout,124,0
Rainbow Trout,160,0
Rainbow Trout,120,0
Rainbow Trout,165,0
Rainbow Trout,128,0
Rainbow Trout,139,0
Rainbow Trout,118,0
Rainbow Trout,156,0
Rainbow Trout,105,0
Rainbow Trout,121,0
Rainbow Trout,130,0
Rainbow Trout,123,0
Rainbow Trout,128,0
Rainbow Trout,126,0
Rainbow Trout,119,0
Rainbow Trout,120,0
Rainbow Trout,111,0
Rainbow Trout,112,0
Rainbow Trout,111,0
Rainbow Trout,158,0
Rainbow Trout,134,0
Rainbow Trout,120,0
Rainbow Trout,111,0
Rainbow Trout,152,0
Rainbow Trout,89,0
Rainbow Trout,168,0
Rainbow Trout,135,0
Rainbow Trout,162,0
Rainbow Trout,91,0
Rainbow Trout,128,0
Rainbow Trout,109,0
Rainbow Trout,121,0
Rainbow Trout,127,0
Rainbow Trout,140,0
Rainbow Trout,170,0
Rainbow Trout,171,0
Rainbow Trout,202,0
Rainbow Trout,135,0
Rainbow Trout,199,0
Rainbow Trout,139,0
Rainbow Trout,123,0
Rainbow Trout,172,0
Rainbow Trout,127,0
Rainbow Trout,115,0
Rainbow Trout,110,0
Rainbow Trout,79,0
Rainbow Trout,116,0
Rainbow Trout,79,0
Rainbow Trout,130,0
Rainbow Trout,148,0
Rainbow Trout,127,0
Rainbow Trout,168,0
Rainbow Trout,84,0
Rainbow Trout,66,0
Rainbow Trout,95,0
Rainbow Trout,143,0
Rainbow Trout,78,0
Rainbow Trout,70,0
Rainbow Trout,73,0
Rainbow Trout,128,0
Rainbow Trout,82,0
Rainbow Trout,85,0
Rainbow Trout,74,0
Rainbow Trout,69,0
Rainbow Trout,122,0
Rainbow Trout,78,0
Rainbow Trout,77,0
Rainbow Trout,85,0
Rainbow Trout,87,0
Rainbow Trout,65,0
Rainbow Trout,69,0
Rainbow Trout,86,0
Rainbow Trout,72,0
Rainbow Trout,67,0
Rainbow Trout,88,0
Rainbow Trout,82,0
Rainbow Trout,67,0
Rainbow Trout,74,0
Rainbow Trout,90,0
Rainbow Trout,155,0
Rainbow Trout,207,0
Rainbow Trout,161,0
Rainbow Trout,175,0
Rainbow Trout,132,0
Rainbow Trout,151,0
Rainbow Trout,125,0
Rainbow Trout,122,0
Rainbow Trout,119,0
Rainbow Trout,90,0
Rainbow Trout,161,0
Rainbow Trout,163,0
Rainbow Trout,84,0
Rainbow Trout,119,0
Rainbow Trout,161,0
Rainbow Trout,175,0
Rainbow Trout,148,0
Rainbow Trout,84,0
Rainbow Trout,116,0
Rainbow Trout,88,0
Rainbow Trout,127,0
Rainbow Trout,110,0
Rainbow Trout,131,0
Rainbow Trout,70,0
Rainbow Trout,129,0
Rainbow Trout,72,0
Rainbow Trout,79,0
Rainbow Trout,75,0
Rainbow Trout,91,0
Rainbow Trout,75,0
Rainbow Trout,130,0
Rainbow Trout,128,0
Rainbow Trout,75,0
Rainbow Trout,68,0
Rainbow Trout,77,0
Rainbow Trout,69,0
Rainbow Trout,95,0
Rainbow Trout,85,0
Rainbow Trout,91,0
Rainbow Trout,83,0
Rainbow Trout,79,0
Rainbow Trout,64,0
Rainbow Trout,82,0
Rainbow Trout,83,0
Rainbow Trout,61,0
Rainbow Trout,70,0
Rainbow Trout,92,0
Rainbow Trout,74,0
Rainbow Trout,72,0
Rainbow Trout,85,0
Rainbow Trout,226,126
Rainbow Trout,212,115
Rainbow Trout,178,64
Rainbow Trout,174,60
Rainbow Trout,55,1.7
Rainbow Trout,160,45
Rainbow Trout,146,33
Rainbow Trout,135,24
Rainbow Trout,131,25
Rainbow Trout,127,20
Rainbow Trout,135,30
Rainbow Trout,108,14.1
Rainbow Trout,184,78
Rainbow Trout,57,0.7
Rainbow Trout,183,68
Rainbow Trout,55,1.1
Rainbow Trout,162,47
Rainbow Trout,60,1.2
Rainbow Trout,203,87
Rainbow Trout,44,0.2
Rainbow Trout,174,59
Rainbow Trout,53,0.7
Rainbow Trout,196,76
Rainbow Trout,55,0.6
Rainbow Trout,160,45
Rainbow Trout,50,0.6
Rainbow Trout,141,30
Rainbow Trout,212,103
Rainbow Trout,182,65
Rainbow Trout,202,94
Rainbow Trout,140,32
Rainbow Trout,118,17
Rainbow Trout,139,30
Rainbow Trout,130,24
Rainbow Trout,109,12
Rainbow Trout,131,26
Rainbow Trout,55,1.1
Rainbow Trout,222,104
Rainbow Trout,205,90
Rainbow Trout,61,2.6
Rainbow Trout,112,16.4
Rainbow Trout,160,51
Rainbow Trout,196,89
Rainbow Trout,218,105
Rainbow Trout,150,40
Rainbow Trout,147,34
Rainbow Trout,158,48
Rainbow Trout,128,22.8
Rainbow Trout,110,15
Rainbow Trout,123,19
Rainbow Trout,66,3.1
Rainbow Trout,67,3.6
Rainbow Trout,50,1.3
Rainbow Trout,44,0.7
Rainbow Trout,60,2.4
Rainbow Trout,171,59
Rainbow Trout,177,63
Rainbow Trout,192,78
Rainbow Trout,57,2.6
Rainbow Trout,131,27
Rainbow Trout,127,24
Rainbow Trout,110,16.7
Rainbow Trout,206,88
Rainbow Trout,120,19
Rainbow Trout,54,2
Rainbow Trout,148,139
Rainbow Trout,133,25
Rainbow Trout,52,1.6
Rainbow Trout,147,36
Rainbow Trout,57,2.2
Rainbow Trout,53,0
Rainbow Trout,49,1.8
Rainbow Trout,260,186
Rainbow Trout,179,80
Rainbow Trout,58,2.4
Rainbow Trout,136,28
Rainbow Trout,135,23
Rainbow Trout,127,22
Rainbow Trout,62,2.8
Rainbow Trout,140,30
Rainbow Trout,142,31
Rainbow Trout,60,2.7
Rainbow Trout,129,24
Rainbow Trout,212,108
Rainbow Trout,51,1.7
Rainbow Trout,187,74
Rainbow Trout,136,35
Rainbow Trout,57,1.7
Rainbow Trout,200,94
Rainbow Trout,190,76
Rainbow Trout,62,3.1
Rainbow Trout,80,0
Rainbow Trout,114,16
Rainbow Trout,42,1.4
Rainbow Trout,44,0
Rainbow Trout,52,2.1
Rainbow Trout,189,72
Rainbow Trout,153,46
Rainbow Trout,137,29
Rainbow Trout,130,26
Rainbow Trout,187,73
Rainbow Trout,143,34
Rainbow Trout,57,2.1
Rainbow Trout,63,0
Rainbow Trout,56,0
Rainbow Trout,50,1.7
Brown Trout,237,125
Brown Trout,177,65
Brown Trout,62,3.1
Brown Trout,169,56
Brown Trout,165,54
Brown Trout,151,44
Brown Trout,173,58
Brown Trout,88,8.1
Brown Trout,90,8.6
Brown Trout,146,40
Brown Trout,80,5.2
Brown Trout,165,51
Brown Trout,89,6.6
Brown Trout,222,109
Brown Trout,179,73
Brown Trout,170,59
Brown Trout,252,150
Brown Trout,229,109
Brown Trout,165,48
Brown Trout,180,70
Brown Trout,171,54
Brown Trout,342,473
Brown Trout,254,166
Brown Trout,176,58
Brown Trout,168,58
Brown Trout,189,70
Brown Trout,94,10.5
Brown Trout,155,42
Brown Trout,170,60
Brown Trout,164,45
Brown Trout,84,8.5
Brown Trout,83,7.6
Brown Trout,75,6.3
Brown Trout,101,0
Brown Trout,81,8.2
Brown Trout,87,8.4
Brown Trout,168,58
Brown Trout,225,123
Brown Trout,215,113
Brown Trout,167,59
Brown Trout,235,138
Brown Trout,228,113
Brown Trout,245,170
Brown Trout,175,62
Brown Trout,225,132
Brown Trout,215,109
Brown Trout,82,7.2
Brown Trout,187,69
Brown Trout,176,54
Brown Trout,183,69
Brown Trout,186,66
Brown Trout,174,66
Brown Trout,177,70
Brown Trout,142,32
Brown Trout,175,55
Brown Trout,157,46
Brown Trout,160,48
Brown Trout,167,54
Brown Trout,184,86
Brown Trout,170,59
Brown Trout,169,52
Brown Trout,178,64
Brown Trout,158,47
Brown Trout,174,59
Brown Trout,138,32
Brown Trout,76,4.3
Brown Trout,146,40
Brown Trout,156,40
Brown Trout,188,78
Brown Trout,165,53
Brown Trout,95,10
Brown Trout,147,35
Brown Trout,164,51
Brown Trout,78,5.5
Brown Trout,92,9.2
Brown Trout,173,57
Brown Trout,78,6.3
Brown Trout,88,5.2
Brown Trout,97,8
Brown Trout,79,0
Brown Trout,88,0
Brown Trout,65,3.5
Brown Trout,80,0
Brown Trout,94,9.9
Brown Trout,90,0
Brown Trout,59,0
Brown Trout,69,4
Brown Trout,94,0
Brown Trout,78,5
Brown Trout,59,2.8
Brown Trout,85,0
Brown Trout,83,7.5
Brown Trout,76,0
Brown Trout,83,0
Brown Trout,95,11
Brown Trout,98,0
Brown Trout,87,0
Brown Trout,86,0
Brown Trout,85,0
Brown Trout,66,0
Brown Trout,91,0
Brown Trout,82,0
Brown Trout,89,8.8
Brown Trout,74,0
Brown Trout,68,0
Brown Trout,77,5
Brown Trout,71,0
Brown Trout,65,0
Brown Trout,85,6.4
Brown Trout,63,3.6
Brown Trout,232,122
Brown Trout,186,71
Brown Trout,91,10
Brown Trout,168,56
Brown Trout,164,52
Brown Trout,152,39
Brown Trout,71,0
Brown Trout,154,44
Brown Trout,170,54
Brown Trout,84,7.7
Brown Trout,88,0
Brown Trout,210,111
Brown Trout,164,51
Brown Trout,96,10.2
Brown Trout,99,10
Brown Trout,82,0
Brown Trout,79,0
Brown Trout,87,9.1
Brown Trout,86,0
Brown Trout,105,13.3
Brown Trout,98,0
Brown Trout,93,0
Brown Trout,75,5.7
Brown Trout,100,10
Brown Trout,84,6.9
Brown Trout,70,0
Brown Trout,170,53
Brown Trout,95,10.5
Brown Trout,106,11
Brown Trout,87,0
Brown Trout,76,0
Brown Trout,78,0
Brown Trout,98,11
Brown Trout,69,4.1
Riffle Sculpin,137,37
Riffle Sculpin,120,27
Sacramento Sucker,149,40
Rainbow Trout,220,109
Rainbow Trout,234,145
Rainbow Trout,203,94
Rainbow Trout,75,6.2
Rainbow Trout,153,43
Rainbow Trout,59,2.2
Rainbow Trout,132,28
Rainbow Trout,50,1.1
Rainbow Trout,115,15
Rainbow Trout,58,0
Rainbow Trout,72,3.7
Rainbow Trout,165,54
Rainbow Trout,65,0
Rainbow Trout,52,1.4
Rainbow Trout,152,36
Rainbow Trout,65,3
Rainbow Trout,148,45
Rainbow Trout,61,2.4
Rainbow Trout,133,25
Rainbow Trout,75,4.4
Rainbow Trout,146,40
Rainbow Trout,58,2.4
Rainbow Trout,115,16
Rainbow Trout,65,0
Rainbow Trout,55,2.1
Rainbow Trout,178,65
Rainbow Trout,59,2.6
Rainbow Trout,118,15
Rainbow Trout,70,4.1
Rainbow Trout,140,35
Rainbow Trout,73,5.1
Rainbow Trout,132,25
Rainbow Trout,71,0
Rainbow Trout,65,3.5
Rainbow Trout,115,15
Rainbow Trout,63,3.2
Rainbow Trout,111,16
Rainbow Trout,271,210
Rainbow Trout,73,5.1
Rainbow Trout,196,92
Rainbow Trout,77,5.7
Rainbow Trout,240,146
Rainbow Trout,84,6.9
Rainbow Trout,125,20
Rainbow Trout,128,25
Rainbow Trout,162,48
Rainbow Trout,60,2.7
Rainbow Trout,172,52
Rainbow Trout,133,24
Rainbow Trout,183,75
Rainbow Trout,66,3.5
Rainbow Trout,140,34
Rainbow Trout,120,18
Rainbow Trout,113,15
Rainbow Trout,69,4
Rainbow Trout,55,0
Rainbow Trout,53,0
Rainbow Trout,128,20
Rainbow Trout,62,2.8
Rainbow Trout,78,0
Rainbow Trout,60,0
Rainbow Trout,66,3.5
Rainbow Trout,62,3.1
Rainbow Trout,64,0
Rainbow Trout,53,2.1
Rainbow Trout,55,0
Rainbow Trout,63,3.3
Rainbow Trout,60,0
Rainbow Trout,54,0
Rainbow Trout,66,4
Rainbow Trout,66,0
Rainbow Trout,58,2.8
Rainbow Trout,62,0
Rainbow Trout,58,2.6
Rainbow Trout,70,0
Rainbow Trout,68,4.4
Rainbow Trout,60,0
Rainbow Trout,65,0
Rainbow Trout,60,2.4
Rainbow Trout,58,0
Rainbow Trout,57,0
Rainbow Trout,58,0
Rainbow Trout,62,3.1
Rainbow Trout,56,0
Rainbow Trout,70,0
Rainbow Trout,67,4.2
Rainbow Trout,60,0
Rainbow Trout,53,2.2
Rainbow Trout,54,0
Rainbow Trout,68,0
Rainbow Trout,70,4.1
Rainbow Trout,58,0
Rainbow Trout,108,0
Rainbow Trout,57,2.6
Rainbow Trout,75,5.4
Rainbow Trout,69,0
Brown Trout,209,105
Brown Trout,83,6.9
Brown Trout,170,55
Brown Trout,91,0
Brown Trout,322,402
Brown Trout,102,10
Brown Trout,185,75
Brown Trout,88,7.6
Brown Trout,88,0
Brown Trout,75,4.5
Brown Trout,178,65
Brown Trout,90,8.8
Brown Trout,173,60
Brown Trout,89,8.8
Brown Trout,83,0
Brown Trout,99,0
Brown Trout,173,62
Brown Trout,95,10.2
Brown Trout,187,74
Brown Trout,84,7.2
Brown Trout,72,0
Brown Trout,92,0
Brown Trout,196,84
Brown Trout,91,0
Brown Trout,90,8.4
Brown Trout,93,9.6
Brown Trout,174,59
Brown Trout,173,60
Brown Trout,82,6
Brown Trout,71,0
Brown Trout,78,5.8
Brown Trout,81,0
Brown Trout,93,9.2
Brown Trout,77,5.7
Sacramento Sucker,237,170
Sacramento Sucker,290,318
Sacramento Sucker,288,284
Sacramento Sucker,230,147
Sacramento Sucker,228,150
Sacramento Sucker,147,42.6
Sacramento Sucker,205,99
Sacramento Sucker,168,48
Sacramento Sucker,214,114
Sacramento Sucker,249,203
Sacramento Sucker,220,140
Sacramento Sucker,190,83
Sacramento Sucker,139,35.7
Sacramento Sucker,164,50
Sacramento Sucker,140,32
Sacramento Sucker,165,52
Sacramento Sucker,155,43
Sacramento Sucker,55,2.1
Sacramento Sucker,66,4.5
Sacramento Sucker,58,3
Rainbow Trout,196,84
Rainbow Trout,67,3.6
Rainbow Trout,140,35
Rainbow Trout,69,3.8
Rainbow Trout,125,21
Rainbow Trout,53,1.8
Rainbow Trout,66,0
Rainbow Trout,85,0
Rainbow Trout,120,19
Rainbow Trout,75,0
Rainbow Trout,68,4.1
Rainbow Trout,115,20
Rainbow Trout,73,0
Rainbow Trout,72,0
Rainbow Trout,50,1.7
Rainbow Trout,147,38
Rainbow Trout,76,0
Rainbow Trout,70,0
Rainbow Trout,70,4
Rainbow Trout,74,0
Rainbow Trout,65,0
Rainbow Trout,62,0
Rainbow Trout,62,0
Rainbow Trout,60,3
Rainbow Trout,54,0
Rainbow Trout,51,0
Rainbow Trout,138,34
Rainbow Trout,69,3.8
Rainbow Trout,59,0
Rainbow Trout,109,15
Rainbow Trout,78,5.9
Rainbow Trout,75,0
Rainbow Trout,112,17
Rainbow Trout,65,3.6
Rainbow Trout,58,0
Rainbow Trout,66,3.4
Rainbow Trout,57,0
Rainbow Trout,70,3.9
Rainbow Trout,57,0
Rainbow Trout,51,0
Brown Trout,84,6.7
Brown Trout,230,130
Brown Trout,96,9.6
Brown Trout,184,72
Brown Trout,85,0
Brown Trout,81,0
Brown Trout,87,7.1
Brown Trout,62,0
Brown Trout,166,52
Brown Trout,69,3.8
Brown Trout,157,45
Brown Trout,87,0
Sacramento Sucker,235,162
Sacramento Sucker,197,103
Sacramento Sucker,218,128
Sacramento Sucker,240,179
Sacramento Sucker,230,154
Sacramento Sucker,228,148
Sacramento Sucker,230,150
Sacramento Sucker,143,36.7
Rainbow Trout,65,3.1
Rainbow Trout,228,126
Rainbow Trout,75,5.4
Rainbow Trout,188,69
Rainbow Trout,64,3.3
Rainbow Trout,69,0
Rainbow Trout,182,75
Rainbow Trout,65,3.3
Rainbow Trout,54,0
Rainbow Trout,129,27
Rainbow Trout,61,2.7
Rainbow Trout,65,0
Rainbow Trout,229,128
Rainbow Trout,65,3.5
Rainbow Trout,139,32
Rainbow Trout,62,0
Rainbow Trout,58,0
Rainbow Trout,202,105
Rainbow Trout,67,3.5
Rainbow Trout,57,0
Rainbow Trout,119,19
Rainbow Trout,59,2.5
Rainbow Trout,135,26
Rainbow Trout,65,3.3
Rainbow Trout,152,38
Rainbow Trout,78,0
Rainbow Trout,137,27
Rainbow Trout,67,3.2
Rainbow Trout,165,53
Rainbow Trout,58,2.5
Rainbow Trout,52,0
Brown Trout,170,55
Brown Trout,91,7.8
Brown Trout,82,6.8
Sacramento Sucker,228,153
Sacramento Sucker,227,150
Sacramento Sucker,296,96
Sacramento Sucker,214,117
Sacramento Sucker,157,56
Sacramento Sucker,158,56
Sacramento Sucker,205,99
Sacramento Sucker,220,114
Sacramento Sucker,223,129
Sacramento Sucker,247,173
Sacramento Sucker,138,32
Sacramento Sucker,131,28
Sacramento Sucker,163,52
Sacramento Sucker,164,57
Sacramento Sucker,201,95
Sacramento Sucker,111,17
Sacramento Sucker,135,28
Sacramento Sucker,179,77
Sacramento Sucker,76,4
Sacramento Sucker,116,17
Sacramento Sucker,166,50
Sacramento Sucker,170,55
Sacramento Sucker,96,9
Sacramento Sucker,180,76
Sacramento Sucker,130,30
Sacramento Sucker,121,21
Sacramento Sucker,112,14
Sacramento Sucker,134,25
Sacramento Sucker,95,10.7
Sacramento Sucker,149,39
Sacramento Sucker,109,14
Sacramento Pikeminnow,105,10
Sacramento Pikeminnow,124,17
Sacramento Pikeminnow,111,11
Sacramento Pikeminnow,95,6
Sacramento Pikeminnow,95,7.8
Sacramento Pikeminnow,132,19
Sacramento Pikeminnow,145,33
Sacramento Pikeminnow,135,21
Sacramento Pikeminnow,110,10
Sacramento Pikeminnow,85,5.8
California Roach,50,1.5
California Roach,55,1.9
California Roach,61,3.2
California Roach,58,2.5
California Roach,97,0
California Roach,81,0
California Roach,56,2.1
California Roach,61,2.7
California Roach,56,2.2
California Roach,59,2.2
California Roach,57,0
California Roach,56,1.9
Sacramento Sucker,260,211
Sacramento Sucker,106,12
Sacramento Sucker,137,31
Sacramento Sucker,172,65
Sacramento Sucker,103,13.2
Sacramento Sucker,107,14
Sacramento Sucker,126,22
Sacramento Sucker,153,40
Sacramento Pikeminnow,118,16
Sacramento Pikeminnow,151,50
Sacramento Pikeminnow,152,51
Sacramento Pikeminnow,132,17
Sacramento Pikeminnow,112,12
Sacramento Pikeminnow,78,4.8
California Roach,74,5.1
California Roach,76,5.7
California Roach,50,1.8
California Roach,66,3
California Roach,54,2.4
California Roach,54,2.7
Sacramento Sucker,187,75
Sacramento Sucker,200,96
Sacramento Sucker,126,25
Sacramento Sucker,143,35
Sacramento Pikeminnow,91,6.2
Sacramento Pikeminnow,72,3.1
California Roach,63,2.9
California Roach,58,1.9
California Roach,65,1.9
California Roach,59,0
California Roach,57,2.1
California Roach,51,1.2
Brown Trout,183,75
Brown Trout,98,0
Brown Trout,185,75
Brown Trout,112,0
Brown Trout,204,94
Brown Trout,101,0
Brown Trout,95,0
Brown Trout,270,180
Brown Trout,124,0
Brown Trout,66,3.4
Brown Trout,250,179
Brown Trout,185,69
Brown Trout,110,0
Brown Trout,180,68
Brown Trout,96,0
Brown Trout,193,86
Brown Trout,120,0
Brown Trout,211,103
Brown Trout,113,0
Brown Trout,104,0
Brown Trout,67,3.9
Brown Trout,105,0
Brown Trout,169,52
Brown Trout,178,63
Brown Trout,100,0
Brown Trout,169,58
Brown Trout,100,0
Brown Trout,105,0
Brown Trout,104,0
Brown Trout,104,0
Brown Trout,102,0
Brown Trout,126,21
Brown Trout,101,0
Brown Trout,83,0
Brown Trout,112,0
Brown Trout,94,0
Brown Trout,100,0
Brown Trout,106,0
Brown Trout,109,13
Brown Trout,91,8.6
Brown Trout,100,0
Brown Trout,314,340
