CNAME,LENGTH,WEIGHT
Rainbow Trout,50,1.5
Rainbow Trout,44,1
Rainbow Trout,173,65
Rainbow Trout,157,50
Rainbow Trout,131,28
Rainbow Trout,137,35
Rainbow Trout,98,11
Rainbow Trout,122,21.5
Rainbow Trout,130,28
Rainbow Trout,140,35
Rainbow Trout,115,17
Rainbow Trout,141,37
Rainbow Trout,136,35.5
Rainbow Trout,132,30
Rainbow Trout,152,40
Rainbow Trout,92,9
Rainbow Trout,140,37
Rainbow Trout,105,14.5
Rainbow Trout,63,2.5
Rainbow Trout,99,12
Rainbow Trout,106,14
Rainbow Trout,135,33
Rainbow Trout,93,10
Rainbow Trout,101,12
Rainbow Trout,138,33
Rainbow Trout,120,21
Rainbow Trout,127,23
Rainbow Trout,106,14
Rainbow Trout,107,15
Rainbow Trout,140,35
Rainbow Trout,106,15
Rainbow Trout,65,3
Rainbow Trout,63,3
Rainbow Trout,110,16.5
Rainbow Trout,63,2.5
Rainbow Trout,54,1.5
Rainbow Trout,62,3
Rainbow Trout,59,1.5
Rainbow Trout,97,12
Rainbow Trout,60,2.5
Rainbow Trout,55,2
Rainbow Trout,57,1.5
Rainbow Trout,108,18
Rainbow Trout,58,2
Rainbow Trout,65,3.5
Rainbow Trout,63,2.5
Rainbow Trout,60,2
Rainbow Trout,60,2.5
Rainbow Trout,60,2
Rainbow Trout,62,2.5
Rainbow Trout,53,1.5
Rainbow Trout,65,3
Rainbow Trout,60,0
Rainbow Trout,58,0
Rainbow Trout,55,0
Rainbow Trout,52,0
Rainbow Trout,65,0
Rainbow Trout,65,0
Rainbow Trout,63,0
Rainbow Trout,62,0
Rainbow Trout,55,0
Rainbow Trout,63,0
Rainbow Trout,111,0
Rainbow Trout,58,0
Rainbow Trout,112,0
Rainbow Trout,140,0
Rainbow Trout,129,0
Rainbow Trout,121,0
Rainbow Trout,100,0
Rainbow Trout,104,0
Rainbow Trout,95,0
Rainbow Trout,109,0
Rainbow Trout,97,0
Rainbow Trout,53,0
Rainbow Trout,52,0
Rainbow Trout,45,0
Rainbow Trout,67,0
Rainbow Trout,64,0
Rainbow Trout,58,0
Rainbow Trout,64,0
Rainbow Trout,56,0
Rainbow Trout,60,0
Rainbow Trout,66,0
Rainbow Trout,56,0
Rainbow Trout,60,0
Rainbow Trout,63,0
Rainbow Trout,62,0
Rainbow Trout,61,0
Rainbow Trout,58,0
Rainbow Trout,52,0
Rainbow Trout,56,0
Rainbow Trout,57,0
Rainbow Trout,62,0
Rainbow Trout,60,0
Rainbow Trout,54,0
Rainbow Trout,60,0
Rainbow Trout,59,0
Rainbow Trout,53,0
Rainbow Trout,56,0
Rainbow Trout,50,0
Rainbow Trout,50,0
Rainbow Trout,59,0
Rainbow Trout,59,0
Rainbow Trout,59,0
Rainbow Trout,56,0
Rainbow Trout,61,0
Rainbow Trout,63,0
Rainbow Trout,54,0
Rainbow Trout,60,0
Rainbow Trout,54,0
Rainbow Trout,56,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,143,0
Rainbow Trout,105,0
Rainbow Trout,121,0
Rainbow Trout,62,0
Rainbow Trout,55,0
Rainbow Trout,56,0
Rainbow Trout,56,0
Rainbow Trout,65,0
Rainbow Trout,65,0
Rainbow Trout,63,0
Rainbow Trout,47,0
Rainbow Trout,58,0
Rainbow Trout,63,0
Rainbow Trout,63,0
Rainbow Trout,60,0
Rainbow Trout,58,0
Rainbow Trout,56,0
Rainbow Trout,60,0
Rainbow Trout,53,0
Rainbow Trout,54,0
Rainbow Trout,50,0
Rainbow Trout,60,0
Rainbow Trout,60,0
Rainbow Trout,58,0
Rainbow Trout,58,0
Rainbow Trout,56,0
Rainbow Trout,50,0
Rainbow Trout,51,0
Rainbow Trout,58,0
Rainbow Trout,50,0
Rainbow Trout,40,0
Rainbow Trout,69,0
Rainbow Trout,58,0
Rainbow Trout,173,57
Rainbow Trout,159,53
Rainbow Trout,159,50
Rainbow Trout,124,20.5
Rainbow Trout,152,39.5
Rainbow Trout,178,60
Rainbow Trout,149,41
Rainbow Trout,139,31
Rainbow Trout,123,21.5
Rainbow Trout,128,23.5
Rainbow Trout,132,25
Rainbow Trout,114,17.5
Rainbow Trout,117,20
Rainbow Trout,127,24
Rainbow Trout,113,16.5
Rainbow Trout,134,26.5
Rainbow Trout,109,15.5
Rainbow Trout,131,27
Rainbow Trout,117,19
Rainbow Trout,123,21.5
Rainbow Trout,109,15.5
Rainbow Trout,108,15.5
Rainbow Trout,113,17
Rainbow Trout,104,13
Rainbow Trout,112,16
Rainbow Trout,111,16.5
Rainbow Trout,102,12.5
Rainbow Trout,115,19.5
Rainbow Trout,101,15
Rainbow Trout,68,3.5
Rainbow Trout,54,2
Rainbow Trout,65,3.5
Rainbow Trout,57,2
Rainbow Trout,51,1.5
Rainbow Trout,52,2
Rainbow Trout,54,1.5
Rainbow Trout,58,2
Rainbow Trout,50,1.5
Rainbow Trout,60,2.5
Rainbow Trout,63,3
Rainbow Trout,61,0
Rainbow Trout,62,0
Rainbow Trout,59,0
Rainbow Trout,56,0
Rainbow Trout,46,0
Rainbow Trout,45,0
Rainbow Trout,61,0
Rainbow Trout,56,0
Rainbow Trout,61,0
Rainbow Trout,59,0
Rainbow Trout,55,0
Rainbow Trout,50,0
Rainbow Trout,52,0
Rainbow Trout,55,0
Rainbow Trout,63,0
Rainbow Trout,50,0
Rainbow Trout,56,0
Rainbow Trout,67,0
Rainbow Trout,56,0
Rainbow Trout,47,0
Rainbow Trout,56,0
Rainbow Trout,55,0
Rainbow Trout,52,0
Rainbow Trout,52,0
Rainbow Trout,54,0
Rainbow Trout,58,0
Rainbow Trout,53,0
Rainbow Trout,52,0
Rainbow Trout,57,0
Rainbow Trout,50,0
Rainbow Trout,54,0
Rainbow Trout,53,0
Rainbow Trout,53,0
Rainbow Trout,56,0
Rainbow Trout,119,20.5
Rainbow Trout,136,28.5
Rainbow Trout,120,20
Rainbow Trout,124,22
Rainbow Trout,127,23.5
Rainbow Trout,124,22.5
Rainbow Trout,139,31
Rainbow Trout,165,53
Rainbow Trout,138,31
Rainbow Trout,133,28
Rainbow Trout,128,25
Rainbow Trout,128,25
Rainbow Trout,134,26.5
Rainbow Trout,145,32.5
Rainbow Trout,125,22.5
Rainbow Trout,120,21
Rainbow Trout,140,29.5
Rainbow Trout,126,23.5
Rainbow Trout,118,19
Rainbow Trout,116,20
Rainbow Trout,125,22.5
Rainbow Trout,132,25.5
Rainbow Trout,118,18
Rainbow Trout,108,0
Rainbow Trout,109,0
Rainbow Trout,116,0
Rainbow Trout,103,0
Rainbow Trout,56,0
Rainbow Trout,52,0
Rainbow Trout,63,0
Rainbow Trout,55,0
Rainbow Trout,61,0
Rainbow Trout,55,0
Rainbow Trout,61,0
Rainbow Trout,52,0
Rainbow Trout,63,0
Rainbow Trout,62,0
Rainbow Trout,50,0
Rainbow Trout,54,0
Rainbow Trout,54,0
Rainbow Trout,55,0
Rainbow Trout,53,0
Rainbow Trout,59,0
Rainbow Trout,57,0
Rainbow Trout,49,0
Rainbow Trout,50,0
Rainbow Trout,53,0
Rainbow Trout,55,0
Rainbow Trout,49,0
Rainbow Trout,63,0
Rainbow Trout,59,0
Rainbow Trout,54,0
Rainbow Trout,54,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,188,83
Rainbow Trout,168,0
Rainbow Trout,162,0
Rainbow Trout,128,0
Rainbow Trout,126,0
Rainbow Trout,139,0
Rainbow Trout,139,0
Rainbow Trout,132,0
Rainbow Trout,126,0
Rainbow Trout,114,0
Rainbow Trout,112,0
Rainbow Trout,118,0
Rainbow Trout,121,0
Rainbow Trout,120,0
Rainbow Trout,108,0
Rainbow Trout,126,0
Rainbow Trout,105,0
Rainbow Trout,98,0
Rainbow Trout,103,0
Rainbow Trout,117,0
Rainbow Trout,120,0
Rainbow Trout,99,0
Rainbow Trout,51,0
Rainbow Trout,63,0
Rainbow Trout,60,0
Rainbow Trout,57,0
Rainbow Trout,59,0
Rainbow Trout,54,0
Rainbow Trout,61,0
Rainbow Trout,53,0
Rainbow Trout,51,0
Rainbow Trout,55,0
Rainbow Trout,54,0
Rainbow Trout,58,0
Rainbow Trout,50,0
Rainbow Trout,59,0
Rainbow Trout,51,0
Rainbow Trout,54,0
Rainbow Trout,56,0
Rainbow Trout,59,0
Rainbow Trout,56,0
Rainbow Trout,60,0
Rainbow Trout,52,0
Rainbow Trout,62,0
Rainbow Trout,64,0
Rainbow Trout,48,0
Rainbow Trout,49,0
Rainbow Trout,44,0
Rainbow Trout,65,0
Rainbow Trout,53,0
Rainbow Trout,53,0
Rainbow Trout,55,0
Rainbow Trout,44,0
Rainbow Trout,53,0
Rainbow Trout,45,0
Rainbow Trout,60,0
Rainbow Trout,158,44
Rainbow Trout,127,22
Rainbow Trout,196,96
Rainbow Trout,161,46.5
Rainbow Trout,130,25.5
Rainbow Trout,109,14.5
Rainbow Trout,139,30
Rainbow Trout,108,15.5
Rainbow Trout,160,46.5
Rainbow Trout,152,37
Rainbow Trout,142,31.5
Rainbow Trout,119,20
Rainbow Trout,120,24.5
Rainbow Trout,100,12
Rainbow Trout,100,12.5
Rainbow Trout,132,25
Rainbow Trout,121,17.5
Rainbow Trout,113,17.5
Rainbow Trout,105,13.5
Rainbow Trout,54,1.5
Rainbow Trout,59,2.5
Rainbow Trout,58,2
Rainbow Trout,53,1.5
Rainbow Trout,64,3
Rainbow Trout,60,2.5
Rainbow Trout,63,3
Rainbow Trout,56,2
Rainbow Trout,57,2
Rainbow Trout,69,3.5
Rainbow Trout,57,2
Rainbow Trout,51,1
Rainbow Trout,54,1.5
Rainbow Trout,54,1.5
Rainbow Trout,52,1.5
Rainbow Trout,53,1.5
Rainbow Trout,45,0.5
Rainbow Trout,50,1
Rainbow Trout,52,1
Rainbow Trout,56,1.5
Rainbow Trout,54,1
Rainbow Trout,113,19
Rainbow Trout,130,25
Rainbow Trout,125,20
Rainbow Trout,114,17
Rainbow Trout,100,12
Rainbow Trout,107,13.5
Rainbow Trout,57,0
Rainbow Trout,62,0
Rainbow Trout,157,42
Rainbow Trout,194,75
Rainbow Trout,167,50
Rainbow Trout,165,50
Rainbow Trout,161,44.5
Rainbow Trout,143,32
Rainbow Trout,121,19.5
Rainbow Trout,151,40
Rainbow Trout,160,46
Rainbow Trout,160,43.5
Rainbow Trout,122,20.5
Rainbow Trout,153,40
Rainbow Trout,139,30
Rainbow Trout,142,31
Rainbow Trout,120,19
Rainbow Trout,102,12.5
Rainbow Trout,118,19.5
Rainbow Trout,112,16.5
Rainbow Trout,110,14.5
Rainbow Trout,117,17
Rainbow Trout,112,16.5
Rainbow Trout,63,0
Rainbow Trout,65,0
Rainbow Trout,64,0
Rainbow Trout,55,0
Rainbow Trout,69,0
Rainbow Trout,59,0
Rainbow Trout,58,0
Rainbow Trout,210,100
Rainbow Trout,179,65
Rainbow Trout,163,45.5
Rainbow Trout,159,41
Rainbow Trout,45,0
Rainbow Trout,59,0
Rainbow Trout,49,0
Rainbow Trout,59,0
Rainbow Trout,54,0
Rainbow Trout,54,0
Rainbow Trout,58,0
Rainbow Trout,54,0
Rainbow Trout,57,0
Rainbow Trout,54,0
Rainbow Trout,57,0
Rainbow Trout,53,0
Rainbow Trout,63,0
Rainbow Trout,62,0
Rainbow Trout,49,0
Rainbow Trout,127,0
Rainbow Trout,157,0
Rainbow Trout,171,0
Rainbow Trout,158,0
Rainbow Trout,127,0
Rainbow Trout,133,0
Rainbow Trout,163,0
Rainbow Trout,126,0
Rainbow Trout,149,0
Rainbow Trout,126,0
Rainbow Trout,150,0
Rainbow Trout,110,0
Rainbow Trout,100,0
Rainbow Trout,145,0
Rainbow Trout,152,0
Rainbow Trout,118,0
Rainbow Trout,130,0
Rainbow Trout,150,0
Rainbow Trout,137,0
Rainbow Trout,112,0
Rainbow Trout,159,0
Rainbow Trout,120,0
Rainbow Trout,122,0
Rainbow Trout,121,0
Rainbow Trout,109,0
Rainbow Trout,115,0
Rainbow Trout,120,0
Rainbow Trout,108,0
Rainbow Trout,110,0
Rainbow Trout,135,0
Rainbow Trout,112,0
Rainbow Trout,51,0
Rainbow Trout,60,0
Rainbow Trout,59,0
Rainbow Trout,47,0
Rainbow Trout,53,0
Rainbow Trout,55,0
Rainbow Trout,63,0
Rainbow Trout,56,0
Rainbow Trout,171,0
Rainbow Trout,149,0
Rainbow Trout,165,0
Rainbow Trout,117,0
Rainbow Trout,173,0
Rainbow Trout,125,0
Rainbow Trout,148,0
Rainbow Trout,122,0
Rainbow Trout,130,0
Rainbow Trout,139,0
Rainbow Trout,150,0
Rainbow Trout,136,0
Rainbow Trout,117,0
Rainbow Trout,101,0
Rainbow Trout,122,0
Rainbow Trout,122,0
Rainbow Trout,121,0
Rainbow Trout,160,0
Rainbow Trout,146,0
Rainbow Trout,120,0
Rainbow Trout,107,0
Rainbow Trout,112,0
Rainbow Trout,115,0
Rainbow Trout,124,0
Rainbow Trout,98,0
Rainbow Trout,63,0
Rainbow Trout,56,0
Rainbow Trout,65,0
Rainbow Trout,61,0
Rainbow Trout,66,0
Rainbow Trout,58,0
Rainbow Trout,60,0
Rainbow Trout,54,0
Rainbow Trout,45,0
Rainbow Trout,51,0
Rainbow Trout,57,0
Rainbow Trout,54,0
Rainbow Trout,49,0
Rainbow Trout,61,0
Rainbow Trout,52,0
Rainbow Trout,50,0
Rainbow Trout,57,0
Rainbow Trout,143,0
Rainbow Trout,97,0
Rainbow Trout,55,0
Rainbow Trout,57,0
Rainbow Trout,59,0
Rainbow Trout,55,0
Rainbow Trout,62,0
Rainbow Trout,60,0
Rainbow Trout,52,0
Rainbow Trout,55,0
Rainbow Trout,51,0
Rainbow Trout,56,0
Rainbow Trout,50,0
Rainbow Trout,46,0
Rainbow Trout,46,0
Rainbow Trout,53,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,200,0
Rainbow Trout,190,0
Rainbow Trout,152,0
Rainbow Trout,147,0
Rainbow Trout,100,0
Rainbow Trout,115,0
Rainbow Trout,149,0
Rainbow Trout,146,0
Rainbow Trout,125,0
Rainbow Trout,120,0
Rainbow Trout,132,0
Rainbow Trout,127,0
Rainbow Trout,115,0
Rainbow Trout,120,0
Rainbow Trout,115,0
Rainbow Trout,106,0
Rainbow Trout,115,0
Rainbow Trout,109,0
Rainbow Trout,121,0
Rainbow Trout,108,0
Rainbow Trout,101,0
Rainbow Trout,55,0
Rainbow Trout,55,0
Rainbow Trout,43,0
Rainbow Trout,66,0
Rainbow Trout,52,0
Rainbow Trout,59,0
Rainbow Trout,65,0
Rainbow Trout,52,0
Rainbow Trout,63,0
Rainbow Trout,47,0
Rainbow Trout,57,0
Rainbow Trout,68,0
Rainbow Trout,62,0
Rainbow Trout,56,0
Rainbow Trout,53,0
Rainbow Trout,63,0
Rainbow Trout,64,0
Rainbow Trout,70,0
Rainbow Trout,65,0
Rainbow Trout,63,0
Rainbow Trout,50,0
Rainbow Trout,54,0
Rainbow Trout,60,0
Rainbow Trout,61,0
Rainbow Trout,54,0
Rainbow Trout,49,0
Rainbow Trout,46,0
Rainbow Trout,55,0
Rainbow Trout,48,0
Rainbow Trout,103,0
Rainbow Trout,57,0
Rainbow Trout,47,0
Rainbow Trout,113,0
Rainbow Trout,54,0
Rainbow Trout,62,0
Rainbow Trout,66,0
Rainbow Trout,47,0
Rainbow Trout,44,0
Rainbow Trout,120,0
Rainbow Trout,52,0
Rainbow Trout,112,0
Rainbow Trout,112,0
Rainbow Trout,56,0
Rainbow Trout,140,0
Rainbow Trout,66,0
Rainbow Trout,97,0
Rainbow Trout,98,0
Rainbow Trout,60,0
Rainbow Trout,60,0
Rainbow Trout,114,0
Rainbow Trout,56,0
Rainbow Trout,60,0
Rainbow Trout,63,0
Rainbow Trout,56,0
Rainbow Trout,57,0
Rainbow Trout,41,0
Rainbow Trout,56,0
Rainbow Trout,44,0
Rainbow Trout,44,0
Rainbow Trout,106,0
Rainbow Trout,50,0
Rainbow Trout,46,0
Rainbow Trout,50,0
Rainbow Trout,51,0
Rainbow Trout,47,0
Rainbow Trout,145,38.5
Rainbow Trout,170,50
Rainbow Trout,169,50
Rainbow Trout,141,30
Rainbow Trout,155,42
Rainbow Trout,147,36.5
Rainbow Trout,136,29.5
Rainbow Trout,122,19.5
Rainbow Trout,135,27.5
Rainbow Trout,115,15
Rainbow Trout,157,43.5
Rainbow Trout,156,42
Rainbow Trout,134,24.5
Rainbow Trout,132,27.5
Rainbow Trout,111,14.5
Rainbow Trout,145,34.5
Rainbow Trout,106,13.5
Rainbow Trout,106,12
Rainbow Trout,112,15
Rainbow Trout,122,20.5
Rainbow Trout,96,9.5
Rainbow Trout,131,25
Rainbow Trout,95,8
Rainbow Trout,58,2
Rainbow Trout,50,1.5
Rainbow Trout,50,1
Rainbow Trout,59,2
Rainbow Trout,55,1.5
Rainbow Trout,58,1.5
Rainbow Trout,54,1.5
Rainbow Trout,60,2
Rainbow Trout,51,1.5
Rainbow Trout,50,1.5
Rainbow Trout,54,1.5
Rainbow Trout,56,1.5
Rainbow Trout,50,1.5
Rainbow Trout,57,1.5
Rainbow Trout,57,2
Rainbow Trout,54,1.5
Rainbow Trout,57,2
Rainbow Trout,52,1.5
Rainbow Trout,54,1.5
Rainbow Trout,53,1.5
Rainbow Trout,55,1.5
Rainbow Trout,57,1.5
Rainbow Trout,54,1.5
Rainbow Trout,55,2
Rainbow Trout,51,1
Rainbow Trout,46,0
Rainbow Trout,47,1
Rainbow Trout,53,1.5
Rainbow Trout,51,0
Rainbow Trout,55,0
Rainbow Trout,55,0
Rainbow Trout,58,0
Rainbow Trout,53,0
Rainbow Trout,58,0
Rainbow Trout,50,0
Rainbow Trout,50,0
Rainbow Trout,59,0
Rainbow Trout,42,0
Rainbow Trout,50,0
Rainbow Trout,41,0
Rainbow Trout,50,0
Rainbow Trout,55,0
Rainbow Trout,44,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,83,0
Rainbow Trout,112,0
Rainbow Trout,112,0
Rainbow Trout,101,0
Rainbow Trout,97,0
Rainbow Trout,115,0
Rainbow Trout,65,0
Rainbow Trout,56,0
Rainbow Trout,56,0
Rainbow Trout,46,0
Rainbow Trout,54,0
Rainbow Trout,44,0
Rainbow Trout,54,0
Rainbow Trout,55,0
Rainbow Trout,53,0
Rainbow Trout,42,0
Rainbow Trout,52,0
Rainbow Trout,48,0
Rainbow Trout,53,0
Rainbow Trout,38,0
Rainbow Trout,41,0
Rainbow Trout,50,0
Rainbow Trout,45,0
Rainbow Trout,45,0
Rainbow Trout,57,0
Rainbow Trout,52,0
Rainbow Trout,54,0
Rainbow Trout,46,0
Rainbow Trout,29,0
Rainbow Trout,38,0
Rainbow Trout,31,0
Rainbow Trout,40,0
Rainbow Trout,45,0
Rainbow Trout,35,0
Rainbow Trout,40,0
Rainbow Trout,53,0
Rainbow Trout,112,14.5
Rainbow Trout,165,52
Rainbow Trout,136,27.5
Rainbow Trout,113,17.5
Rainbow Trout,111,14.5
Rainbow Trout,196,75
Rainbow Trout,77,5
Rainbow Trout,156,39
Rainbow Trout,67,3
Rainbow Trout,80,5.3
Rainbow Trout,125,20
Rainbow Trout,151,31.5
Rainbow Trout,176,55
Rainbow Trout,142,33
Rainbow Trout,176,58
Rainbow Trout,159,42.5
Rainbow Trout,156,39.5
Rainbow Trout,190,70
Rainbow Trout,155,42
Rainbow Trout,77,5.3
Rainbow Trout,73,4.3
Rainbow Trout,140,28
Rainbow Trout,125,20
Rainbow Trout,110,15
Rainbow Trout,75,4.7
Rainbow Trout,82,5.9
Rainbow Trout,166,48
Rainbow Trout,105,13
Rainbow Trout,176,60
Rainbow Trout,152,28.5
Rainbow Trout,122,20
Rainbow Trout,150,35.5
Rainbow Trout,127,22
Rainbow Trout,109,14.2
Rainbow Trout,120,18
Rainbow Trout,63,2.8
Rainbow Trout,115,18.5
Rainbow Trout,180,65
Rainbow Trout,182,60
Rainbow Trout,80,5.9
Rainbow Trout,200,80
Rainbow Trout,150,25
Rainbow Trout,165,50
Rainbow Trout,196,80
Rainbow Trout,149,33
Rainbow Trout,114,16.5
Rainbow Trout,109,14.5
Rainbow Trout,126,20.5
Rainbow Trout,122,20
Rainbow Trout,131,0
Rainbow Trout,122,0
Rainbow Trout,156,0
Rainbow Trout,140,0
Rainbow Trout,132,0
Rainbow Trout,136,0
Rainbow Trout,111,0
Rainbow Trout,178,0
Rainbow Trout,136,0
Rainbow Trout,154,0
Rainbow Trout,166,0
Rainbow Trout,150,0
Rainbow Trout,59,2.2
Rainbow Trout,70,3.6
Rainbow Trout,68,4
Rainbow Trout,59,2.1
Rainbow Trout,61,2.5
Rainbow Trout,70,4.4
Rainbow Trout,67,3.2
Rainbow Trout,65,3
Rainbow Trout,67,3.3
Rainbow Trout,80,0
Rainbow Trout,118,0
Rainbow Trout,129,0
Rainbow Trout,161,0
Rainbow Trout,168,0
Rainbow Trout,131,0
Rainbow Trout,150,0
Rainbow Trout,140,0
Rainbow Trout,138,0
Rainbow Trout,187,0
Rainbow Trout,129,0
Rainbow Trout,130,0
Rainbow Trout,177,0
Rainbow Trout,128,0
Rainbow Trout,115,0
Rainbow Trout,118,0
Rainbow Trout,134,0
Rainbow Trout,148,0
Rainbow Trout,55,0
Rainbow Trout,81,0
Rainbow Trout,106,0
Rainbow Trout,186,0
Rainbow Trout,108,0
Rainbow Trout,116,0
Rainbow Trout,115,0
Rainbow Trout,124,0
Rainbow Trout,120,0
Rainbow Trout,74,0
Rainbow Trout,98,0
Rainbow Trout,110,0
Rainbow Trout,135,0
Rainbow Trout,132,0
Rainbow Trout,65,0
Rainbow Trout,59,0
Rainbow Trout,185,0
Rainbow Trout,172,0
Rainbow Trout,153,0
Rainbow Trout,127,0
Rainbow Trout,114,0
Rainbow Trout,125,0
Rainbow Trout,186,0
Rainbow Trout,200,0
Rainbow Trout,124,0
Rainbow Trout,162,0
Rainbow Trout,140,0
Rainbow Trout,126,0
Rainbow Trout,146,0
Rainbow Trout,124,0
Rainbow Trout,110,0
Rainbow Trout,137,0
Rainbow Trout,163,0
Rainbow Trout,153,0
Rainbow Trout,114,0
Rainbow Trout,108,0
Rainbow Trout,47,0
Rainbow Trout,71,0
Rainbow Trout,62,0
Rainbow Trout,64,0
Rainbow Trout,68,0
Rainbow Trout,121,0
Rainbow Trout,175,0
Rainbow Trout,172,0
Rainbow Trout,124,0
Rainbow Trout,47,0
Rainbow Trout,122,0
Rainbow Trout,105,0
Rainbow Trout,102,0
Rainbow Trout,118,0
Rainbow Trout,133,0
Rainbow Trout,70,0
Rainbow Trout,168,0
Rainbow Trout,166,0
Rainbow Trout,68,0
Rainbow Trout,77,0
Rainbow Trout,65,0
Rainbow Trout,160,0
Rainbow Trout,144,0
Rainbow Trout,128,0
Rainbow Trout,111,0
Rainbow Trout,210,0
Rainbow Trout,111,0
Rainbow Trout,138,0
Rainbow Trout,143,0
Rainbow Trout,153,0
Rainbow Trout,58,0
Rainbow Trout,62,0
Rainbow Trout,65,0
Rainbow Trout,65,0
Rainbow Trout,66,0
Rainbow Trout,102,0
Rainbow Trout,67,0
Rainbow Trout,178,0
Rainbow Trout,141,0
Rainbow Trout,114,0
Rainbow Trout,166,0
Rainbow Trout,100,0
Rainbow Trout,72,0
Rainbow Trout,75,0
Rainbow Trout,73,0
Rainbow Trout,65,0
Rainbow Trout,60,0
Rainbow Trout,126,0
Rainbow Trout,121,0
Rainbow Trout,65,0
Rainbow Trout,64,0
Rainbow Trout,70,0
Rainbow Trout,101,0
Rainbow Trout,71,0
Rainbow Trout,61,0
Rainbow Trout,53,0
Rainbow Trout,60,0
Rainbow Trout,47,0
Rainbow Trout,50,0
Rainbow Trout,80,0
Rainbow Trout,76,0
Rainbow Trout,57,0
Rainbow Trout,64,0
Rainbow Trout,70,0
Rainbow Trout,79,0
Rainbow Trout,76,0
Rainbow Trout,56,0
Rainbow Trout,73,0
Rainbow Trout,58,0
Rainbow Trout,64,0
Rainbow Trout,60,0
Rainbow Trout,65,0
Rainbow Trout,57,0
Rainbow Trout,60,0
Rainbow Trout,52,0
Rainbow Trout,69,0
Rainbow Trout,53,0
Rainbow Trout,72,0
Rainbow Trout,157,0
Rainbow Trout,80,0
Rainbow Trout,100,0
Rainbow Trout,172,0
Rainbow Trout,142,0
Rainbow Trout,125,0
Rainbow Trout,157,0
Rainbow Trout,112,0
Rainbow Trout,158,0
Rainbow Trout,169,0
Rainbow Trout,159,0
Rainbow Trout,136,0
Rainbow Trout,178,0
Rainbow Trout,169,0
Rainbow Trout,121,0
Rainbow Trout,143,0
Rainbow Trout,170,0
Rainbow Trout,159,0
Rainbow Trout,151,0
Rainbow Trout,88,0
Rainbow Trout,120,0
Rainbow Trout,74,0
Rainbow Trout,71,0
Rainbow Trout,125,0
Rainbow Trout,63,0
Rainbow Trout,80,0
Rainbow Trout,132,0
Rainbow Trout,70,0
Rainbow Trout,78,0
Rainbow Trout,76,0
Rainbow Trout,72,0
Rainbow Trout,81,0
Rainbow Trout,140,0
Rainbow Trout,140,0
Rainbow Trout,61,0
Rainbow Trout,51,0
Rainbow Trout,59,0
Rainbow Trout,150,0
Rainbow Trout,114,0
Rainbow Trout,138,0
Rainbow Trout,120,0
Rainbow Trout,138,0
Rainbow Trout,54,0
Rainbow Trout,44,0
Rainbow Trout,42,0
Rainbow Trout,45,0
Rainbow Trout,100,0
Rainbow Trout,75,0
Rainbow Trout,63,0
Rainbow Trout,78,0
Rainbow Trout,68,0
Rainbow Trout,65,0
Rainbow Trout,66,0
Rainbow Trout,108,0
Rainbow Trout,165,0
Rainbow Trout,142,0
Rainbow Trout,152,0
Rainbow Trout,111,0
Rainbow Trout,63,0
Rainbow Trout,167,0
Rainbow Trout,120,0
Rainbow Trout,164,0
Rainbow Trout,67,0
Rainbow Trout,60,0
Rainbow Trout,73,0
Rainbow Trout,60,0
Rainbow Trout,170,0
Rainbow Trout,140,0
Rainbow Trout,152,0
Rainbow Trout,103,0
Rainbow Trout,74,0
Rainbow Trout,112,0
Rainbow Trout,66,0
Rainbow Trout,44,0
Rainbow Trout,121,0
Rainbow Trout,129,24
Rainbow Trout,107,14.5
Rainbow Trout,64,3.6
Rainbow Trout,66,2.8
Rainbow Trout,67,3
Rainbow Trout,64,3.6
Rainbow Trout,50,1.4
Rainbow Trout,66,3.2
Rainbow Trout,65,3.4
Rainbow Trout,75,5.2
Rainbow Trout,46,0.9
Rainbow Trout,69,4.2
Rainbow Trout,55,1.6
Rainbow Trout,63,2.4
Rainbow Trout,138,28
Rainbow Trout,138,28.5
Rainbow Trout,148,31.5
Rainbow Trout,118,18
Rainbow Trout,116,16
Rainbow Trout,194,75
Rainbow Trout,182,65
Rainbow Trout,175,60
Rainbow Trout,132,25
Rainbow Trout,108,15.5
Rainbow Trout,137,25.5
Rainbow Trout,149,36.5
Rainbow Trout,167,49
Rainbow Trout,140,31
Rainbow Trout,125,20.5
Rainbow Trout,115,15
Rainbow Trout,98,10.5
Rainbow Trout,120,19.5
Rainbow Trout,127,22.5
Rainbow Trout,130,25
Rainbow Trout,126,22
Rainbow Trout,155,37
Rainbow Trout,155,37.5
Rainbow Trout,160,41.5
Rainbow Trout,127,21.5
Rainbow Trout,130,23
Rainbow Trout,117,16.5
